"id","Time","Source","Destination","Protocol","Length","Info","Destination Port","Source Port"
"12855","2013-11-08 15:55:46.444180","192.168.2.81","239.255.255.250","SSDP","329","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12856","2013-11-08 15:55:46.444291","192.168.2.8","192.168.2.255","NBNS","92","Name query NB WORKGROUP<1d>","netbios-ns","64741"
"12857","2013-11-08 15:55:46.444589","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12858","2013-11-08 15:55:46.751739","192.168.2.8","192.168.2.255","NBNS","92","Name query NB <01><02>__MSBROWSE__<02><01>","netbios-ns","57275"
"12859","2013-11-08 15:55:47.365606","192.168.2.81","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12860","2013-11-08 15:55:47.365684","192.168.2.6","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252","",""
"12861","2013-11-08 15:55:47.365823","192.168.2.87","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources","",""
"12862","2013-11-08 15:55:47.365937","192.168.2.82","192.168.2.255","BJNP","58","Printer Command: Discover","canon-bjnp2","62992"
"12863","2013-11-08 15:55:47.366066","192.168.2.82","224.0.0.1","BJNP","58","Printer Command: Discover","canon-bjnp2","54508"
"12864","2013-11-08 15:55:47.366368","192.168.2.81","239.255.255.250","SSDP","329","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12865","2013-11-08 15:55:47.672758","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12866","2013-11-08 15:55:47.672796","Apple_47:61:67","Broadcast","ARP","42","Who has 192.168.2.72?  Tell 192.168.2.94","",""
"12867","2013-11-08 15:55:47.673133","192.168.2.82","255.255.255.255","DB-LSP-DISC","296","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"12868","2013-11-08 15:55:47.673370","192.168.2.82","192.168.2.255","DB-LSP-DISC","296","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"12869","2013-11-08 15:55:47.673716","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12870","2013-11-08 15:55:47.979919","192.168.2.95","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources","",""
"12871","2013-11-08 15:55:47.979925","192.168.2.82","192.168.2.255","NBNS","92","Name query NB NAS<1d>","netbios-ns","netbios-ns"
"12872","2013-11-08 15:55:47.980003","192.168.2.83","192.168.2.255","BJNP","60","Scanner Command: Discover","canon-bjnp2","55300"
"12873","2013-11-08 15:55:47.980125","192.168.2.83","224.0.0.1","BJNP","60","Printer Command: Unknown code (2)","canon-bjnp2","59931"
"12874","2013-11-08 15:55:47.980443","192.168.2.81","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12875","2013-11-08 15:55:48.287191","192.168.2.81","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12876","2013-11-08 15:55:48.594332","192.168.2.82","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources","",""
"12877","2013-11-08 15:55:48.901636","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.83?  Tell 192.168.2.87","",""
"12878","2013-11-08 15:55:48.901674","192.168.2.81","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12879","2013-11-08 15:55:49.256743","192.168.2.67","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","52492"
"12880","2013-11-08 15:55:49.256881","192.168.2.67","224.0.0.1","BJNP","58","Printer Command: Unknown code (2)","canon-bjnp2","54499"
"12881","2013-11-08 15:55:49.823253","192.168.2.81","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12882","2013-11-08 15:55:50.130221","192.168.2.5","192.168.2.255","NBNS","92","Name query NB NAS<1d>","netbios-ns","netbios-ns"
"12883","2013-11-08 15:55:50.130310","IcpElect_8d:5c:da","Broadcast","ARP","60","Who has 192.168.2.87?  Tell 192.168.2.5","",""
"12884","2013-11-08 15:55:50.130419","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.5?  Tell 192.168.2.87","",""
"12885","2013-11-08 15:55:50.437454","192.168.2.87","224.0.0.22","IGMPv3","62","Membership Report / Join group 239.255.255.250 for any sources / Join group 224.0.0.252 for any sources","",""
"12886","2013-11-08 15:55:50.437487","fe80::55f7:a68d:47fa:3cb2","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","",""
"12887","2013-11-08 15:55:50.437563","192.168.2.87","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252","",""
"12888","2013-11-08 15:55:50.437705","fe80::55f7:a68d:47fa:3cb2","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","",""
"12889","2013-11-08 15:55:50.437825","192.168.2.87","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources","",""
"12890","2013-11-08 15:55:50.437972","fe80::55f7:a68d:47fa:3cb2","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","",""
"12891","2013-11-08 15:55:50.438130","192.168.2.87","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252","",""
"12892","2013-11-08 15:55:50.438223","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.1?  Tell 192.168.2.87","",""
"12893","2013-11-08 15:55:50.744788","fe80::55f7:a68d:47fa:3cb2","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","",""
"12894","2013-11-08 15:55:50.744831","192.168.2.87","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources","",""
"12895","2013-11-08 15:55:50.744833","fe80::55f7:a68d:47fa:3cb2","ff02::1:3","LLMNR","90","Standard query 0xdc61  ANY Manuela-PC","llmnr","53631"
"12896","2013-11-08 15:55:50.744912","192.168.2.87","224.0.0.252","LLMNR","70","Standard query 0xdc61  ANY Manuela-PC","llmnr","64970"
"12897","2013-11-08 15:55:50.745066","192.168.2.83","192.168.2.255","NBNS","92","Name query NB OSXSERVER<20>","netbios-ns","53288"
"12898","2013-11-08 15:55:50.745206","fe80::55f7:a68d:47fa:3cb2","ff02::1:3","LLMNR","90","Standard query 0xdc61  ANY Manuela-PC","llmnr","53631"
"12899","2013-11-08 15:55:50.745324","192.168.2.87","224.0.0.252","LLMNR","70","Standard query 0xdc61  ANY Manuela-PC","llmnr","64970"
"12900","2013-11-08 15:55:50.745548","192.168.2.82","192.168.2.255","BROWSER","216","Get Backup List Request","netbios-dgm","netbios-dgm"
"12901","2013-11-08 15:55:50.745698","192.168.2.5","192.168.2.255","NBNS","92","Name query NB NAS<1d>","netbios-ns","netbios-ns"
"12902","2013-11-08 15:55:50.745841","192.168.2.82","192.168.2.255","NBNS","92","Name query NB NAS<1d>","netbios-ns","netbios-ns"
"12903","2013-11-08 15:55:50.746040","192.168.2.87","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 ","ssdp","54136"
"12904","2013-11-08 15:55:50.746193","192.168.2.87","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources","",""
"12905","2013-11-08 15:55:50.746339","fe80::55f7:a68d:47fa:3cb2","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","",""
"12906","2013-11-08 15:55:51.055086","192.168.2.67","17.130.254.26","TLSv1","151","Application Data","https","52791"
"12907","2013-11-08 15:55:51.088719","17.130.254.26","192.168.2.67","TLSv1","103","Application Data","52791","https"
"12908","2013-11-08 15:55:51.088815","192.168.2.67","17.130.254.26","TCP","66","52791 > https [ACK] Seq=171 Ack=75 Win=33101 Len=0 TSval=197655399 TSecr=4108794397","https","52791"
"12909","2013-11-08 15:55:51.359117","192.168.2.78","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","61749"
"12910","2013-11-08 15:55:51.359151","192.168.2.78","224.0.0.1","BJNP","58","Scanner Command: Discover","canon-bjnp2","49880"
"12911","2013-11-08 15:55:51.666418","192.168.2.55","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources","",""
"12912","2013-11-08 15:55:51.666471","fe80::c225:6ff:fe9a:6636","ff02::fb","MDNS","101","Standard query 0x9cdc  AAAA tammos-iPhone-5.local, ""QM"" question","mdns","mdns"
"12913","2013-11-08 15:55:51.666473","fe80::c225:6ff:fe9a:6636","ff02::1:3","LLMNR","95","Standard query 0x3d5e  AAAA tammos-iPhone-5","llmnr","llmnr"
"12914","2013-11-08 15:55:51.666564","fe80::c225:6ff:fe9a:6636","ff02::fb","MDNS","107","Standard query 0xe1e2  AAAA THE-WELL-C86K31N6DM72.local, ""QM"" question","mdns","mdns"
"12915","2013-11-08 15:55:51.666711","fe80::c225:6ff:fe9a:6636","ff02::fb","MDNS","103","Standard query 0xd453  AAAA THE-WELL-B7d-1-OG.local, ""QM"" question","mdns","mdns"
"12916","2013-11-08 15:55:51.973590","192.168.2.251","224.0.0.251","MDNS","157","Standard query response 0x0000  AAAA, cache flush fe80::ea8d:28ff:fe56:77c3","mdns","mdns"
"12917","2013-11-08 15:55:51.973635","fe80::ea8d:28ff:fe56:77c3","ff02::fb","MDNS","177","Standard query response 0x0000  AAAA, cache flush fe80::ea8d:28ff:fe56:77c3","mdns","mdns"
"12918","2013-11-08 15:55:51.973751","192.168.2.250","224.0.0.251","MDNS","161","Standard query response 0x0000  AAAA, cache flush fe80::ea8d:28ff:fe56:780c","mdns","mdns"
"12919","2013-11-08 15:55:51.973968","fe80::ea8d:28ff:fe56:780c","ff02::fb","MDNS","181","Standard query response 0x0000  AAAA, cache flush fe80::ea8d:28ff:fe56:780c","mdns","mdns"
"12920","2013-11-08 15:55:51.974100","192.168.2.82","192.168.2.255","NBNS","92","Name query NB NAS<1d>","netbios-ns","netbios-ns"
"12921","2013-11-08 15:55:51.974556","192.168.2.87","239.255.255.250","SSDP","528","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12922","2013-11-08 15:55:51.975040","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12923","2013-11-08 15:55:52.280731","192.168.2.82","192.168.2.255","CUPS","235","ipp://192.168.2.82:631/printers/Canon_MP180 (idle)","ipp","ipp"
"12924","2013-11-08 15:55:52.896238","192.168.2.87","239.255.255.250","SSDP","476","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12925","2013-11-08 15:55:52.896670","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","505","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12926","2013-11-08 15:55:52.896770","192.168.2.5","192.168.2.255","NBNS","92","Name query NB NAS<1d>","netbios-ns","netbios-ns"
"12927","2013-11-08 15:55:52.896896","192.168.2.5","192.168.2.255","NBNS","92","Name query NB NAS<1d>","netbios-ns","netbios-ns"
"12928","2013-11-08 15:55:53.509498","192.168.2.82","192.168.2.255","CUPS","257","ipp://192.168.2.82:631/printers/Canon_MP495_series (idle)","ipp","ipp"
"12929","2013-11-08 15:55:53.673512","192.168.2.67","192.168.2.10","DHCP","342","DHCP Request  - Transaction ID 0xd89f2d57","bootps","bootpc"
"12930","2013-11-08 15:55:53.728486","192.168.2.10","192.168.2.67","DHCP","343","DHCP ACK      - Transaction ID 0xd89f2d57","bootpc","bootps"
"12931","2013-11-08 15:55:53.816974","192.168.2.8","224.0.0.1","UDP","79","Source port: asia  Destination port: asia","asia","asia"
"12932","2013-11-08 15:55:53.817163","192.168.2.87","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 ","ssdp","54136"
"12933","2013-11-08 15:55:53.817605","192.168.2.87","239.255.255.250","SSDP","540","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12934","2013-11-08 15:55:53.818160","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","569","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12935","2013-11-08 15:55:54.124147","192.168.2.87","239.255.255.250","SSDP","556","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12936","2013-11-08 15:55:54.124612","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","585","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12937","2013-11-08 15:55:54.431767","192.168.2.87","239.255.255.250","SSDP","485","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12938","2013-11-08 15:55:54.432246","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","514","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12939","2013-11-08 15:55:54.432454","192.168.2.82","192.168.2.255","CUPS","289","ipp://192.168.2.82:631/printers/hp_designjet_110plus_nr_(C7796E) (idle)","ipp","ipp"
"12940","2013-11-08 15:55:54.432557","192.168.2.82","192.168.2.255","BJNP","58","Printer Command: Discover","canon-bjnp2","53291"
"12941","2013-11-08 15:55:54.432693","192.168.2.82","224.0.0.1","BJNP","58","Printer Command: Discover","canon-bjnp2","65354"
"12942","2013-11-08 15:55:54.433128","192.168.2.87","239.255.255.250","SSDP","542","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12943","2013-11-08 15:55:54.433622","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12944","2013-11-08 15:55:55.045896","192.168.2.5","192.168.2.255","BROWSER","225","Browser Election Request","netbios-dgm","netbios-dgm"
"12945","2013-11-08 15:55:55.045934","192.168.2.87","239.255.255.250","SSDP","528","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12946","2013-11-08 15:55:55.046376","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12947","2013-11-08 15:55:55.046481","192.168.2.83","192.168.2.255","BJNP","60","Scanner Command: Discover","canon-bjnp2","64050"
"12948","2013-11-08 15:55:55.046605","192.168.2.83","224.0.0.1","BJNP","60","Printer Command: Unknown code (2)","canon-bjnp2","49176"
"12949","2013-11-08 15:55:55.352687","192.168.2.83","192.168.2.255","NBNS","92","Name query NB WORKGROUP<1d>","netbios-ns","netbios-ns"
"12950","2013-11-08 15:55:55.352728","192.168.2.83","192.168.2.255","NBNS","92","Name query NB NAS<1d>","netbios-ns","netbios-ns"
"12951","2013-11-08 15:55:55.352894","192.168.2.83","192.168.2.255","BROWSER","216","Get Backup List Request","netbios-dgm","netbios-dgm"
"12952","2013-11-08 15:55:55.353190","192.168.2.82","192.168.2.255","CUPS","289","ipp://192.168.2.82:631/printers/HP_designjet_110plus_nr__C7796E_ (idle)","ipp","ipp"
"12953","2013-11-08 15:55:55.660182","192.168.2.87","239.255.255.250","SSDP","476","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12954","2013-11-08 15:55:55.660580","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","505","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12955","2013-11-08 15:55:55.661452","107.23.104.135","192.168.2.67","TLSv1","96","Application Data","51247","https"
"12956","2013-11-08 15:55:55.661511","192.168.2.67","107.23.104.135","TCP","66","51247 > https [ACK] Seq=2110 Ack=2278 Win=33105 Len=0 TSval=197659962 TSecr=1900867511","https","51247"
"12957","2013-11-08 15:55:55.670537","192.168.2.67","107.23.104.135","TLSv1","100","Application Data","https","51247"
"12958","2013-11-08 15:55:55.794460","107.23.104.135","192.168.2.67","TCP","66","https > 51247 [ACK] Seq=2278 Ack=2144 Win=331 Len=0 TSval=1900867618 TSecr=197659970","51247","https"
"12959","2013-11-08 15:55:56.274384","192.168.2.82","192.168.2.255","CUPS","281","ipp://192.168.2.82:631/printers/HP_Photosmart_C4500_series (idle)","ipp","ipp"
"12960","2013-11-08 15:55:56.274801","Avm_9a:66:36","Apple_0b:4d:6e","ARP","60","Who has 192.168.2.67?  Tell 192.168.2.1","",""
"12961","2013-11-08 15:55:56.274837","Apple_0b:4d:6e","Avm_9a:66:36","ARP","42","192.168.2.67 is at 00:26:bb:0b:4d:6e","",""
"12962","2013-11-08 15:55:56.336075","192.168.2.67","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","63567"
"12963","2013-11-08 15:55:56.336096","192.168.2.67","224.0.0.1","BJNP","58","Printer Command: Unknown code (2)","canon-bjnp2","64725"
"12964","2013-11-08 15:55:56.888720","192.168.2.87","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 ","ssdp","54136"
"12965","2013-11-08 15:55:56.889177","192.168.2.87","239.255.255.250","SSDP","540","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12966","2013-11-08 15:55:56.889867","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","569","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12967","2013-11-08 15:55:57.196129","192.168.2.87","239.255.255.250","SSDP","556","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12968","2013-11-08 15:55:57.196655","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","585","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12969","2013-11-08 15:55:57.197062","192.168.2.87","239.255.255.250","SSDP","485","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12970","2013-11-08 15:55:57.197408","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","514","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12971","2013-11-08 15:55:57.503221","192.168.2.86","255.255.255.255","DB-LSP-DISC","155","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"12972","2013-11-08 15:55:57.503260","192.168.2.86","192.168.2.255","DB-LSP-DISC","155","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"12973","2013-11-08 15:55:57.503690","192.168.2.87","239.255.255.250","SSDP","542","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12974","2013-11-08 15:55:57.504198","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12975","2013-11-08 15:55:57.810580","Apple_41:8a:6e","Broadcast","ARP","42","Who has 192.168.2.10?  Tell 192.168.2.78","",""
"12976","2013-11-08 15:55:57.811214","157.56.126.214","192.168.2.67","TLSv1","529","Application Data","51197","https"
"12977","2013-11-08 15:55:57.811293","192.168.2.67","157.56.126.214","TCP","66","51197 > https [ACK] Seq=83 Ack=3604 Win=65535 Len=0 TSval=197662099 TSecr=83531960","https","51197"
"12978","2013-11-08 15:55:58.118640","192.168.2.87","239.255.255.250","SSDP","528","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12979","2013-11-08 15:55:58.119275","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12980","2013-11-08 15:55:58.624575","192.168.2.67","255.255.255.255","DB-LSP-DISC","220","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"12981","2013-11-08 15:55:58.625096","192.168.2.67","192.168.2.255","DB-LSP-DISC","220","Dropbox LAN sync Discovery Protocol","db-lsp-disc","db-lsp-disc"
"12982","2013-11-08 15:55:58.732042","192.168.2.78","192.168.2.255","BJNP","58","Scanner Command: Discover","canon-bjnp2","60359"
"12983","2013-11-08 15:55:58.732078","192.168.2.78","224.0.0.1","BJNP","58","Printer Command: Unknown code (2)","canon-bjnp2","60152"
"12984","2013-11-08 15:55:58.732973","192.168.2.87","239.255.255.250","SSDP","476","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12985","2013-11-08 15:55:58.733317","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","505","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12986","2013-11-08 15:55:58.733904","IntelCor_4b:44:9d","Broadcast","ARP","42","Who has 192.168.2.81?  Tell 192.168.2.87","",""
"12987","2013-11-08 15:55:59.349047","157.56.126.214","192.168.2.67","TLSv1","892","Application Data","51197","https"
"12988","2013-11-08 15:55:59.349115","192.168.2.67","157.56.126.214","TCP","66","51197 > https [ACK] Seq=83 Ack=4430 Win=65414 Len=0 TSval=197663635 TSecr=83532095","https","51197"
"12989","2013-11-08 15:55:59.656246","157.56.126.214","192.168.2.67","TLSv1","833","Application Data","51197","https"
"12990","2013-11-08 15:55:59.656334","192.168.2.67","157.56.126.214","TCP","66","51197 > https [ACK] Seq=83 Ack=5197 Win=65473 Len=0 TSval=197663942 TSecr=83532150","https","51197"
"12991","2013-11-08 15:55:59.960830","192.168.2.87","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 ","ssdp","54136"
"12992","2013-11-08 15:55:59.961744","192.168.2.87","239.255.255.250","SSDP","540","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12993","2013-11-08 15:55:59.962184","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","569","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12994","2013-11-08 15:55:59.962647","192.168.2.87","239.255.255.250","SSDP","556","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12995","2013-11-08 15:55:59.963115","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","585","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12996","2013-11-08 15:56:00.268953","192.168.2.87","239.255.255.250","SSDP","485","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12997","2013-11-08 15:56:00.269440","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","514","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12998","2013-11-08 15:56:00.575528","192.168.2.87","239.255.255.250","SSDP","542","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"12999","2013-11-08 15:56:00.575965","fe80::55f7:a68d:47fa:3cb2","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 ","ssdp","ssdp"
"13000","2013-11-08 15:56:00.882563","Netgear_63:01:49","LLDP_Multicast","LLDP","60","Chassis Id = 10:0d:7f:63:01:47 Port Id = g6 TTL = 120 ","",""
"13001","2013-11-08 15:56:01.427407","192.168.2.67","192.168.2.10","DNS","81","Standard query 0xf1f5  A cn1.client.akadns.net","domain","61329"
"13002","2013-11-08 15:56:01.430655","157.56.126.214","192.168.2.67","TLSv1","529","Application Data","51197","https"
"13003","2013-11-08 15:56:01.430721","192.168.2.67","157.56.126.214","TCP","66","51197 > https [ACK] Seq=83 Ack=5660 Win=65535 Len=0 TSval=197665714 TSecr=83532311","https","51197"
"13004","2013-11-08 15:56:01.475248","192.168.2.10","192.168.2.67","DNS","209","Standard query response 0xf1f5  A 195.59.54.102 A 195.59.54.95 A 195.59.54.110 A 195.59.54.85 A 195.59.54.109 A 195.59.54.111 A 195.59.54.86 A 195.59.54.100","61329","domain"
"13005","2013-11-08 15:56:01.496840","192.168.2.82","192.168.2.255","BJNP","58","Printer Command: Discover","canon-bjnp2","58067"
"13006","2013-11-08 15:56:01.496846","192.168.2.82","224.0.0.1","BJNP","58","Printer Command: Discover","canon-bjnp2","49539"
"13007","2013-11-08 15:56:01.908605","192.168.2.67","78.31.8.51","SSL","77","Continuation Data","https","51227"
"13008","2013-11-08 15:56:02.005776","78.31.8.51","192.168.2.67","SSL","77","Continuation Data","51227","https"
"13009","2013-11-08 15:56:02.005842","192.168.2.67","78.31.8.51","TCP","66","51227 > https [ACK] Seq=452 Ack=356 Win=33114 Len=0 TSval=197666288 TSecr=855213328","https","51227"
"13010","2013-11-08 15:56:02.111083","192.168.2.83","192.168.2.255","BJNP","60","Scanner Command: Discover","canon-bjnp2","65218"
"13011","2013-11-08 15:56:02.111172","192.168.2.83","224.0.0.1","BJNP","60","Scanner Command: Discover","canon-bjnp2","52912"
"13012","2013-11-08 15:56:02.617318","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13013","2013-11-08 15:56:02.642886","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2666 Win=1002 Len=0 TSval=580663872 TSecr=197666897","51240","xmpp-client"
"13014","2013-11-08 15:56:02.643021","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13015","2013-11-08 15:56:02.666050","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2667 Win=1002 Len=0 TSval=580663895 TSecr=197666922","51240","xmpp-client"
"13016","2013-11-08 15:56:02.666203","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13017","2013-11-08 15:56:02.690181","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2668 Win=1002 Len=0 TSval=580663918 TSecr=197666945","51240","xmpp-client"
"13018","2013-11-08 15:56:02.690357","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13019","2013-11-08 15:56:02.713281","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2669 Win=1002 Len=0 TSval=580663942 TSecr=197666969","51240","xmpp-client"
"13020","2013-11-08 15:56:02.713423","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13021","2013-11-08 15:56:02.736263","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2670 Win=1002 Len=0 TSval=580663965 TSecr=197666992","51240","xmpp-client"
"13022","2013-11-08 15:56:02.736360","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13023","2013-11-08 15:56:02.759894","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2671 Win=1002 Len=0 TSval=580663989 TSecr=197667014","51240","xmpp-client"
"13024","2013-11-08 15:56:02.760030","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13025","2013-11-08 15:56:02.783733","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2672 Win=1002 Len=0 TSval=580664012 TSecr=197667037","51240","xmpp-client"
"13026","2013-11-08 15:56:02.783860","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13027","2013-11-08 15:56:02.807164","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2673 Win=1002 Len=0 TSval=580664036 TSecr=197667060","51240","xmpp-client"
"13028","2013-11-08 15:56:02.807304","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13029","2013-11-08 15:56:02.830143","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2674 Win=1002 Len=0 TSval=580664059 TSecr=197667083","51240","xmpp-client"
"13030","2013-11-08 15:56:02.830414","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
"13031","2013-11-08 15:56:02.853342","173.194.69.125","192.168.2.67","TCP","66","xmpp-client > 51240 [ACK] Seq=1588 Ack=2675 Win=1002 Len=0 TSval=580664082 TSecr=197667105","51240","xmpp-client"
"13032","2013-11-08 15:56:02.853477","192.168.2.67","173.194.69.125","TCP","67","[TCP segment of a reassembled PDU]","xmpp-client","51240"
